transcript_10 scaffold_0 6 GL831247.1 17
transcript_37364 scaffold_688 0 GL831332.1 51
transcript_37367 scaffold_688 1 GL831201.1 321
transcript_37368 scaffold_688 2 GL831201.1 320
transcript_3737 scaffold_119 37 GL831143.1 256
transcript_37370 scaffold_688 3 GL831201.1 329
transcript_37372 scaffold_688 4 GL831201.1 330
transcript_37374 scaffold_688 5 GL831201.1 331
transcript_37376 scaffold_688 6 GL831201.1 332
transcript_37379 scaffold_688 7 GL831201.1 333
transcript_37380 scaffold_688 8 GL831201.1 334
transcript_37380 scaffold_688 8 GL831201.1 336
transcript_37382 scaffold_688 9 GL831201.1 300
transcript_37383 scaffold_688 10 GL831201.1 301
transcript_3739 scaffold_119 38 GL831171.1 114
transcript_3739 scaffold_119 38 GL831171.1 130
transcript_3739 scaffold_119 38 GL831182.1 133
transcript_3739 scaffold_119 38 GL831171.1 160
transcript_3739 scaffold_119 38 GL831182.1 211
transcript_3739 scaffold_119 38 GL831225.1 234
transcript_3739 scaffold_119 38 GL831143.1 257
transcript_3739 scaffold_119 38 GL831143.1 259
transcript_3739 scaffold_119 38 GL831203.1 374
transcript_3739 scaffold_119 38 GL831143.1 422
transcript_3739 scaffold_119 38 GL831182.1 56
transcript_3739 scaffold_119 38 GL831182.1 6
transcript_3739 scaffold_119 38 GL831171.1 79
transcript_37396 scaffold_688 11 GL831162.1 447
transcript_374 scaffold_0 221 GL831145.1 372
transcript_3740 scaffold_119 39 GL831143.1 260
transcript_37407 scaffold_688 12 GL831162.1 442
transcript_3741 scaffold_119 40 GL831143.1 261
transcript_37417 scaffold_689 0 GL831281.1 105
transcript_37417 scaffold_689 0 GL831168.1 152
transcript_37417 scaffold_689 0 GL831236.1 35
transcript_37417 scaffold_689 0 GL831236.1 37
transcript_37418 scaffold_689 1 GL831236.1 38
transcript_37419 scaffold_689 2 GL831236.1 39
transcript_3742 scaffold_119 41 GL831143.1 262
transcript_37420 scaffold_689 3 GL831236.1 40
transcript_37425 scaffold_689 4 GL831236.1 41
transcript_37426 scaffold_689 5 GL831236.1 42
transcript_37427 scaffold_689 6 GL831236.1 43
transcript_37428 scaffold_689 7 GL831236.1 44
transcript_37430 scaffold_689 8 GL831236.1 45
transcript_37431 scaffold_689 9 GL831236.1 46
transcript_37432 scaffold_689 10 GL831236.1 47
transcript_37433 scaffold_689 11 GL831236.1 48
transcript_37434 scaffold_689 12 GL831236.1 50
transcript_37435 scaffold_689 13 GL831236.1 51
transcript_37436 scaffold_689 14 GL831236.1 52
transcript_37437 scaffold_689 15 GL831236.1 53
transcript_37438 scaffold_689 16 GL831176.1 284
transcript_37438 scaffold_689 16 GL831176.1 286
transcript_37438 scaffold_689 16 GL831176.1 288
transcript_37438 scaffold_689 16 GL831176.1 290
transcript_37438 scaffold_689 16 GL831176.1 292
transcript_37438 scaffold_689 16 GL831236.1 54
transcript_37438 scaffold_689 16 GL831236.1 56
transcript_37438 scaffold_689 16 GL831236.1 58
transcript_37439 scaffold_689 17 GL831236.1 59
transcript_3744 scaffold_119 42 GL831143.1 263
transcript_37440 scaffold_689 18 GL831236.1 60
transcript_37442 scaffold_689 19 GL831236.1 61
transcript_37447 scaffold_689 20 GL831236.1 62
transcript_37450 scaffold_689 21 GL831236.1 63
transcript_37451 scaffold_689 22 GL831236.1 64
transcript_37454 scaffold_689 23 GL831236.1 65
transcript_37455 scaffold_689 24 GL831236.1 66
transcript_37456 scaffold_689 25 GL831236.1 67
transcript_37458 scaffold_689 26 GL831236.1 69
transcript_37459 scaffold_689 27 GL831236.1 70
transcript_37459 scaffold_689 27 GL831236.1 73
transcript_3746 scaffold_119 43 GL831143.1 264
transcript_3746 scaffold_119 43 GL831143.1 266
transcript_37465 scaffold_69 0 GL831173.1 214
transcript_37465 scaffold_69 0 GL831423.1 29
transcript_37465 scaffold_69 0 GL831181.1 33
transcript_37465 scaffold_69 0 GL831159.1 59
transcript_37465 scaffold_69 0 GL831855.1 6
transcript_37465 scaffold_69 0 GL831159.1 65
transcript_37468 scaffold_69 1 GL831302.1 7
transcript_37469 scaffold_69 2 GL831144.1 0
transcript_37469 scaffold_69 2 GL831458.1 1
transcript_37469 scaffold_69 2 GL831144.1 11
transcript_37469 scaffold_69 2 GL831168.1 122
transcript_37469 scaffold_69 2 GL831458.1 18
transcript_37469 scaffold_69 2 GL831165.1 2
transcript_37469 scaffold_69 2 GL831144.1 360
transcript_37469 scaffold_69 2 GL831133.1 425
transcript_37469 scaffold_69 2 GL831133.1 440
transcript_37469 scaffold_69 2 GL831165.1 582
transcript_37469 scaffold_69 2 GL831133.1 807
transcript_37469 scaffold_69 2 GL831133.1 809
transcript_37469 scaffold_69 2 GL831168.1 95
transcript_3747 scaffold_119 44 GL831143.1 267
transcript_37470 scaffold_69 3 GL831302.1 8
transcript_37474 scaffold_69 4 GL831302.1 9
transcript_37475 scaffold_69 5 GL831302.1 11
transcript_37475 scaffold_69 5 GL831182.1 32
transcript_37475 scaffold_69 5 GL831575.1 6
transcript_37476 scaffold_69 6 GL831302.1 12
transcript_3748 scaffold_119 45 GL831143.1 268
transcript_3748 scaffold_119 45 GL831143.1 270
transcript_37480 scaffold_69 7 GL831302.1 13
transcript_37483 scaffold_69 8 GL831302.1 14
transcript_37484 scaffold_69 9 GL831302.1 15
transcript_37485 scaffold_69 10 GL831302.1 16
transcript_37486 scaffold_69 11 GL831302.1 17
transcript_37487 scaffold_69 12 GL831302.1 18
transcript_3749 scaffold_119 46 GL831143.1 271
transcript_37490 scaffold_69 13 GL831302.1 19
transcript_37491 scaffold_69 14 GL831205.1 113
transcript_37491 scaffold_69 14 GL831302.1 20
transcript_37491 scaffold_69 14 GL831204.1 45
transcript_37491 scaffold_69 14 GL831615.1 7
transcript_37491 scaffold_69 14 GL831159.1 79
transcript_37496 scaffold_69 15 GL831302.1 21
transcript_37501 scaffold_69 16 GL831302.1 23
transcript_37501 scaffold_69 16 GL831190.1 277
transcript_37501 scaffold_69 16 GL831428.1 30
transcript_37501 scaffold_69 16 GL831201.1 33
transcript_37501 scaffold_69 16 GL831190.1 392
transcript_37501 scaffold_69 16 GL831175.1 73
transcript_37505 scaffold_69 17 GL831289.1 13
transcript_37505 scaffold_69 17 GL831216.1 149
transcript_37505 scaffold_69 17 GL831216.1 152
transcript_37505 scaffold_69 17 GL831225.1 169
transcript_37505 scaffold_69 17 GL831302.1 29
transcript_37505 scaffold_69 17 GL831302.1 32
transcript_37505 scaffold_69 17 GL831149.1 590
transcript_37505 scaffold_69 17 GL831289.1 9
transcript_37507 scaffold_69 18 GL831302.1 33
transcript_37509 scaffold_69 19 GL831302.1 34
transcript_37511 scaffold_69 20 GL831302.1 35
transcript_37512 scaffold_69 21 GL831302.1 36
transcript_37513 scaffold_69 22 GL831302.1 37
transcript_37514 scaffold_69 23 GL831302.1 43
transcript_37518 scaffold_69 24 GL831302.1 44
transcript_37519 scaffold_69 25 GL831302.1 45
transcript_37520 scaffold_69 26 GL832075.1 1
transcript_37520 scaffold_69 26 GL831143.1 177
transcript_37520 scaffold_69 26 GL831267.1 26
transcript_37520 scaffold_69 26 GL831166.1 400
transcript_37520 scaffold_69 26 GL831232.1 56
transcript_37521 scaffold_69 27 GL832075.1 0
transcript_37523 scaffold_69 28 GL831616.1 0
transcript_37523 scaffold_69 28 GL831616.1 2
transcript_37523 scaffold_69 28 GL831257.1 20
transcript_37523 scaffold_69 28 GL831280.1 240
transcript_37523 scaffold_69 28 GL831141.1 355
transcript_37524 scaffold_69 29 GL831164.1 171
transcript_37524 scaffold_69 29 GL831616.1 3
transcript_37524 scaffold_69 29 GL831616.1 5
transcript_37525 scaffold_69 30 GL831616.1 8
transcript_37526 scaffold_69 31 GL831616.1 10
transcript_37526 scaffold_69 31 GL831616.1 12
transcript_37526 scaffold_69 31 GL831200.1 122
transcript_37526 scaffold_69 31 GL831181.1 128
transcript_37526 scaffold_69 31 GL831428.1 133
transcript_37526 scaffold_69 31 GL831616.1 14
transcript_37526 scaffold_69 31 GL831151.1 185
transcript_37526 scaffold_69 31 GL831181.1 227
transcript_37526 scaffold_69 31 GL831428.1 242
transcript_37526 scaffold_69 31 GL831151.1 323
transcript_37526 scaffold_69 31 GL831200.1 378
transcript_37526 scaffold_69 31 GL831428.1 394
transcript_37526 scaffold_69 31 GL831151.1 432
transcript_37526 scaffold_69 31 GL831181.1 575
transcript_37527 scaffold_69 32 GL831616.1 16
transcript_37528 scaffold_69 33 GL832166.1 1
transcript_37528 scaffold_69 33 GL831236.1 117
transcript_37528 scaffold_69 33 GL831160.1 135
transcript_37528 scaffold_69 33 GL831181.1 14
transcript_37528 scaffold_69 33 GL831160.1 140
transcript_37528 scaffold_69 33 GL831236.1 160
transcript_37528 scaffold_69 33 GL831160.1 194
transcript_37528 scaffold_69 33 GL831181.1 22
transcript_37528 scaffold_69 33 GL831221.1 25
transcript_37528 scaffold_69 33 GL831160.1 252
transcript_37528 scaffold_69 33 GL831181.1 445
transcript_37528 scaffold_69 33 GL831181.1 450
transcript_37528 scaffold_69 33 GL831236.1 49
transcript_37528 scaffold_69 33 GL831181.1 594
transcript_37528 scaffold_69 33 GL831221.1 6
transcript_37528 scaffold_69 33 GL831236.1 68
transcript_37528 scaffold_69 33 GL831181.1 7
transcript_37528 scaffold_69 33 GL831181.1 714
transcript_37528 scaffold_69 33 GL831181.1 744
transcript_37528 scaffold_69 33 GL831181.1 758
transcript_37528 scaffold_69 33 GL831181.1 764
transcript_37528 scaffold_69 33 GL831221.1 77
transcript_37530 scaffold_69 34 GL831796.1 0
transcript_37530 scaffold_69 34 GL831616.1 15
transcript_37530 scaffold_69 34 GL831147.1 160
transcript_37530 scaffold_69 34 GL831220.1 168
transcript_37530 scaffold_69 34 GL831616.1 17
transcript_37530 scaffold_69 34 GL831204.1 196
transcript_37530 scaffold_69 34 GL831796.1 2
transcript_37530 scaffold_69 34 GL831220.1 331
transcript_37530 scaffold_69 34 GL831147.1 379
transcript_37530 scaffold_69 34 GL831147.1 530
transcript_37530 scaffold_69 34 GL831220.1 63
transcript_37531 scaffold_69 35 GL831302.1 6
transcript_37532 scaffold_69 36 GL831302.1 5
transcript_37535 scaffold_69 37 GL831302.1 3
transcript_3754 scaffold_1192 0 GL831165.1 451
transcript_37543 scaffold_69 38 GL831619.1 1
transcript_37544 scaffold_69 39 GL831141.1 385
transcript_37545 scaffold_69 40 GL831717.1 0
transcript_37545 scaffold_69 40 GL831243.1 100
transcript_37545 scaffold_69 40 GL831246.1 14
transcript_37545 scaffold_69 40 GL831619.1 3
transcript_37545 scaffold_69 40 GL831137.1 463
transcript_37546 scaffold_69 41 GL831421.1 256
transcript_37546 scaffold_69 41 GL831148.1 398
transcript_37546 scaffold_69 41 GL831619.1 4
transcript_37546 scaffold_69 41 GL831139.1 533
transcript_37546 scaffold_69 41 GL831139.1 608
transcript_37546 scaffold_69 41 GL831139.1 700
transcript_37546 scaffold_69 41 GL831221.1 74
transcript_37548 scaffold_69 42 GL831187.1 278
transcript_3755 scaffold_1192 1 GL831165.1 440
transcript_37555 scaffold_690 0 GL831375.1 21
transcript_37555 scaffold_690 0 GL831375.1 23
transcript_37555 scaffold_690 0 GL831375.1 25
transcript_37555 scaffold_690 0 GL831375.1 27
transcript_37555 scaffold_690 0 GL831375.1 29
transcript_37555 scaffold_690 0 GL831375.1 31
transcript_37555 scaffold_690 0 GL831375.1 33
transcript_37556 scaffold_690 1 GL831375.1 20
transcript_37557 scaffold_690 2 GL831375.1 19
transcript_3756 scaffold_1192 2 GL831165.1 470
transcript_37561 scaffold_690 3 GL831375.1 18
transcript_37562 scaffold_690 4 GL831375.1 15
transcript_37563 scaffold_690 5 GL831375.1 14
transcript_37564 scaffold_690 6 GL831375.1 13
transcript_37566 scaffold_691 0 GL831194.1 133
transcript_37566 scaffold_691 0 GL831337.1 141
transcript_37566 scaffold_691 0 GL831335.1 48
transcript_37566 scaffold_691 0 GL831195.1 57
transcript_37566 scaffold_691 0 GL831175.1 91
transcript_37568 scaffold_691 1 GL831175.1 88
transcript_37568 scaffold_691 1 GL831175.1 90
transcript_3757 scaffold_1192 3 GL831165.1 352
transcript_3757 scaffold_1192 3 GL831165.1 360
transcript_3757 scaffold_1192 3 GL831165.1 377
transcript_3757 scaffold_1192 3 GL831165.1 385
transcript_3757 scaffold_1192 3 GL831165.1 393
transcript_3757 scaffold_1192 3 GL831165.1 402
transcript_3757 scaffold_1192 3 GL831165.1 412
transcript_3757 scaffold_1192 3 GL831165.1 420
transcript_3757 scaffold_1192 3 GL831165.1 429
transcript_3757 scaffold_1192 3 GL831165.1 434
transcript_3757 scaffold_1192 3 GL831165.1 453
transcript_3757 scaffold_1192 3 GL831165.1 462
transcript_3757 scaffold_1192 3 GL831165.1 472
transcript_37570 scaffold_691 2 GL831175.1 87
transcript_37572 scaffold_691 3 GL831175.1 84
transcript_37572 scaffold_691 3 GL831175.1 86
transcript_37575 scaffold_691 4 GL831175.1 83
transcript_37576 scaffold_691 5 GL831175.1 6
transcript_37577 scaffold_691 6 GL831175.1 5
transcript_3758 scaffold_1192 4 GL831165.1 468
transcript_37581 scaffold_691 7 GL831175.1 4
transcript_37582 scaffold_691 8 GL831175.1 3
transcript_37583 scaffold_691 9 GL831175.1 2
transcript_37584 scaffold_691 10 GL831175.1 0
transcript_37584 scaffold_691 10 GL831175.1 1
transcript_37588 scaffold_691 11 GL831445.1 21
transcript_37588 scaffold_691 11 GL831160.1 354
transcript_37588 scaffold_691 11 GL831387.1 66
transcript_37589 scaffold_691 12 GL831387.1 65
transcript_37590 scaffold_691 13 GL831387.1 64
transcript_37592 scaffold_691 14 GL831387.1 63
transcript_37593 scaffold_691 15 GL831387.1 62
transcript_37594 scaffold_691 16 GL831387.1 60
transcript_37595 scaffold_692 0 GL831224.1 137
transcript_37596 scaffold_692 1 GL831224.1 138
transcript_37599 scaffold_692 2 GL831224.1 139
transcript_376 scaffold_0 222 GL831145.1 373
transcript_37600 scaffold_692 3 GL831224.1 140
transcript_37601 scaffold_692 4 GL831224.1 141
transcript_37602 scaffold_692 5 GL831224.1 144
transcript_37603 scaffold_692 6 GL831224.1 145
transcript_37604 scaffold_692 7 GL831224.1 146
transcript_37605 scaffold_692 8 GL831224.1 147
transcript_37606 scaffold_692 9 GL831224.1 148
transcript_37607 scaffold_692 10 GL831224.1 149
transcript_37608 scaffold_692 11 GL831224.1 150
transcript_37608 scaffold_692 11 GL831224.1 160
transcript_37611 scaffold_692 12 GL831516.1 0
transcript_37611 scaffold_692 12 GL831233.1 77
transcript_37611 scaffold_692 12 GL831233.1 79
transcript_37612 scaffold_692 13 GL831233.1 76
transcript_37612 scaffold_692 13 GL831233.1 78
transcript_37613 scaffold_692 14 GL831233.1 75
transcript_37614 scaffold_692 15 GL831233.1 72
transcript_37614 scaffold_692 15 GL831233.1 74
transcript_37615 scaffold_692 16 GL831233.1 70
transcript_37616 scaffold_693 0 GL831151.1 569
transcript_37616 scaffold_693 0 GL831136.1 92
transcript_37617 scaffold_693 1 GL831136.1 91
transcript_37618 scaffold_693 2 GL831136.1 89
transcript_3762 scaffold_1192 5 AERX01075498.2 0
transcript_3762 scaffold_1192 5 AERX01074346.1 3
transcript_3762 scaffold_1192 5 GL831165.1 338
transcript_3762 scaffold_1192 5 GL831165.1 347
transcript_3762 scaffold_1192 5 AERX01074328.1 4
transcript_3762 scaffold_1192 5 GL831165.1 422
transcript_37620 scaffold_693 3 GL831136.1 585
transcript_37620 scaffold_693 3 GL831136.1 86
transcript_37620 scaffold_693 3 GL831136.1 88
transcript_37621 scaffold_693 4 GL831136.1 82
transcript_37622 scaffold_693 5 GL831136.1 81
transcript_37624 scaffold_693 6 GL831136.1 79
transcript_37626 scaffold_693 7 GL831136.1 78
transcript_37627 scaffold_693 8 GL831136.1 77
transcript_3763 scaffold_1193 0 GL831603.1 39
transcript_3763 scaffold_1193 0 GL831164.1 447
transcript_3763 scaffold_1193 0 GL831439.1 5
transcript_3763 scaffold_1193 0 GL831181.1 649
transcript_37630 scaffold_693 9 GL831201.1 110
transcript_37630 scaffold_693 9 GL831190.1 111
transcript_37630 scaffold_693 9 GL831201.1 161
transcript_37630 scaffold_693 9 GL831200.1 195
transcript_37630 scaffold_693 9 GL831190.1 202
transcript_37630 scaffold_693 9 GL831428.1 209
transcript_37630 scaffold_693 9 GL831428.1 31
transcript_37630 scaffold_693 9 GL831428.1 329
transcript_37630 scaffold_693 9 GL831201.1 34
transcript_37630 scaffold_693 9 GL831190.1 393
transcript_37630 scaffold_693 9 GL831200.1 440
transcript_37630 scaffold_693 9 GL831428.1 492
transcript_37630 scaffold_693 9 GL831190.1 537
transcript_37630 scaffold_693 9 GL831190.1 634
transcript_37630 scaffold_693 9 GL831190.1 714
transcript_37630 scaffold_693 9 GL831136.1 76
transcript_37633 scaffold_693 10 GL831136.1 71
transcript_37635 scaffold_693 11 GL831136.1 70
transcript_37637 scaffold_693 12 GL831136.1 69
transcript_37639 scaffold_693 13 GL831136.1 68
transcript_3764 scaffold_1193 1 GL831603.1 40
transcript_3764 scaffold_1193 1 GL831164.1 448
transcript_3764 scaffold_1193 1 GL831439.1 6
transcript_37640 scaffold_694 0 GL831280.1 27
transcript_37640 scaffold_694 0 GL831280.1 29
transcript_37640 scaffold_694 0 GL831287.1 43
transcript_37640 scaffold_694 0 GL831287.1 46
transcript_37640 scaffold_694 0 GL831164.1 466
transcript_37640 scaffold_694 0 GL831178.1 63
transcript_37641 scaffold_694 1 GL831280.1 26
transcript_37643 scaffold_694 2 GL831280.1 25
transcript_37644 scaffold_694 3 GL831280.1 24
transcript_37645 scaffold_694 4 GL831280.1 23
transcript_37648 scaffold_694 5 GL831185.1 156
transcript_37648 scaffold_694 5 GL831194.1 166
transcript_37648 scaffold_694 5 GL831354.1 35
transcript_37648 scaffold_694 5 GL831186.1 45
transcript_37648 scaffold_694 5 GL831180.1 76
transcript_37649 scaffold_694 6 GL831280.1 22
transcript_37650 scaffold_694 7 GL831280.1 21
transcript_37654 scaffold_694 8 GL831280.1 20
transcript_3766 scaffold_1193 2 GL831870.1 12
transcript_3766 scaffold_1193 2 GL831382.1 13
transcript_3766 scaffold_1193 2 GL831382.1 17
transcript_3766 scaffold_1193 2 GL831870.1 18
transcript_3766 scaffold_1193 2 GL831603.1 19
transcript_3766 scaffold_1193 2 GL831603.1 22
transcript_3766 scaffold_1193 2 GL831870.1 23
transcript_3766 scaffold_1193 2 GL831603.1 25
transcript_3766 scaffold_1193 2 GL831603.1 30
transcript_3766 scaffold_1193 2 GL831164.1 379
transcript_3766 scaffold_1193 2 GL831164.1 385
transcript_3766 scaffold_1193 2 GL831164.1 423
transcript_3766 scaffold_1193 2 GL831164.1 428
transcript_3766 scaffold_1193 2 GL831164.1 439
transcript_3766 scaffold_1193 2 GL831603.1 44
transcript_3766 scaffold_1193 2 GL831164.1 445
transcript_3766 scaffold_1193 2 GL831164.1 454
transcript_3766 scaffold_1193 2 GL831164.1 468
transcript_3766 scaffold_1193 2 GL831164.1 473
transcript_3766 scaffold_1193 2 GL831164.1 475
transcript_3766 scaffold_1193 2 GL831164.1 485
transcript_3766 scaffold_1193 2 GL831603.1 5
transcript_3766 scaffold_1193 2 GL831603.1 52
transcript_3766 scaffold_1193 2 GL831603.1 55
transcript_3766 scaffold_1193 2 GL831181.1 641
transcript_3766 scaffold_1193 2 GL831181.1 644
transcript_3766 scaffold_1193 2 GL831181.1 653
transcript_3766 scaffold_1193 2 GL831181.1 658
transcript_3766 scaffold_1193 2 GL831870.1 8
transcript_3766 scaffold_1193 2 GL831603.1 9
transcript_37663 scaffold_694 9 GL831280.1 19
transcript_37664 scaffold_694 10 GL831192.1 102
transcript_37664 scaffold_694 10 GL831280.1 14
transcript_37664 scaffold_694 10 GL831280.1 16
transcript_37664 scaffold_694 10 GL831280.1 18
transcript_37664 scaffold_694 10 GL831135.1 222
transcript_37664 scaffold_694 10 GL831135.1 224
transcript_37665 scaffold_694 11 GL831280.1 13
transcript_37666 scaffold_694 12 GL831280.1 12
transcript_37668 scaffold_694 13 GL831280.1 11
transcript_37669 scaffold_694 14 GL831280.1 10
transcript_37671 scaffold_694 15 GL831280.1 9
transcript_37672 scaffold_694 16 GL831280.1 8
transcript_37673 scaffold_694 17 GL831280.1 1
transcript_37673 scaffold_694 17 GL831280.1 3
transcript_37673 scaffold_694 17 GL831247.1 37
transcript_37673 scaffold_694 17 GL831247.1 39
transcript_37673 scaffold_694 17 GL831247.1 41
transcript_37673 scaffold_694 17 GL831280.1 5
transcript_37673 scaffold_694 17 GL831280.1 7
transcript_37674 scaffold_694 18 GL831681.1 8
transcript_37675 scaffold_694 19 GL831681.1 7
transcript_37676 scaffold_694 20 GL831681.1 6
transcript_37678 scaffold_694 21 GL831681.1 5
transcript_37679 scaffold_694 22 GL831681.1 4
transcript_37682 scaffold_695 0 GL831209.1 167
transcript_37684 scaffold_695 1 GL831209.1 169
transcript_37685 scaffold_695 2 GL831181.1 160
transcript_37685 scaffold_695 2 GL831200.1 164
transcript_37685 scaffold_695 2 GL831209.1 170
transcript_37685 scaffold_695 2 GL831428.1 243
transcript_37685 scaffold_695 2 GL831181.1 255
transcript_37685 scaffold_695 2 GL831209.1 29
transcript_37685 scaffold_695 2 GL831428.1 374
transcript_37685 scaffold_695 2 GL831200.1 400
transcript_37685 scaffold_695 2 GL831181.1 401
transcript_37685 scaffold_695 2 GL831428.1 438
transcript_37685 scaffold_695 2 GL831181.1 555
transcript_37685 scaffold_695 2 GL831213.1 59
transcript_37685 scaffold_695 2 GL831428.1 89
transcript_37686 scaffold_695 3 GL831372.1 0
transcript_37686 scaffold_695 3 GL831138.1 1044
transcript_37686 scaffold_695 3 GL831238.1 106
transcript_37686 scaffold_695 3 GL831138.1 175
transcript_37686 scaffold_695 3 GL831406.1 19
transcript_37686 scaffold_695 3 GL831238.1 237
transcript_37686 scaffold_695 3 GL831238.1 24
transcript_37686 scaffold_695 3 GL831138.1 318
transcript_37686 scaffold_695 3 GL831406.1 32
transcript_37686 scaffold_695 3 GL831138.1 39
transcript_37686 scaffold_695 3 GL831372.1 4
transcript_37686 scaffold_695 3 GL831138.1 428
transcript_37686 scaffold_695 3 GL831238.1 45
transcript_37686 scaffold_695 3 GL831138.1 470
transcript_37686 scaffold_695 3 GL831341.1 6
transcript_37686 scaffold_695 3 GL831372.1 6
transcript_37686 scaffold_695 3 GL831138.1 639
transcript_37686 scaffold_695 3 GL831138.1 735
transcript_37686 scaffold_695 3 GL831138.1 758
transcript_37686 scaffold_695 3 GL831138.1 82
transcript_37686 scaffold_695 3 GL831138.1 858
transcript_37686 scaffold_695 3 GL831138.1 892
transcript_37686 scaffold_695 3 GL831138.1 996
transcript_37688 scaffold_695 4 GL831209.1 171
transcript_37688 scaffold_695 4 GL831189.1 18
transcript_37692 scaffold_695 5 GL831209.1 165
transcript_37698 scaffold_695 6 GL831209.1 162
transcript_37698 scaffold_695 6 GL831209.1 164
transcript_37699 scaffold_695 7 GL831184.1 148
transcript_37699 scaffold_695 7 GL831209.1 154
transcript_37699 scaffold_695 7 GL831209.1 156
transcript_37699 scaffold_695 7 GL831209.1 158
transcript_37699 scaffold_695 7 GL831209.1 161
transcript_37699 scaffold_695 7 GL831174.1 88
transcript_37699 scaffold_695 7 GL831174.1 90
transcript_377 scaffold_0 223 GL831145.1 388
transcript_37705 scaffold_696 0 GL831150.1 107
transcript_37705 scaffold_696 0 GL831250.1 138
transcript_37705 scaffold_696 0 GL831211.1 139
transcript_37705 scaffold_696 0 GL831211.1 160
transcript_37705 scaffold_696 0 GL831250.1 160
transcript_37705 scaffold_696 0 GL831150.1 191
transcript_37705 scaffold_696 0 GL831211.1 206
transcript_37705 scaffold_696 0 GL831203.1 219
transcript_37705 scaffold_696 0 GL831211.1 245
transcript_37705 scaffold_696 0 GL831211.1 257
transcript_37705 scaffold_696 0 GL831150.1 270
transcript_37705 scaffold_696 0 GL831150.1 279
transcript_37705 scaffold_696 0 GL831150.1 28
transcript_37705 scaffold_696 0 GL831150.1 315
transcript_37705 scaffold_696 0 GL831150.1 34
transcript_37705 scaffold_696 0 GL831203.1 377
transcript_37705 scaffold_696 0 GL831211.1 53
transcript_37705 scaffold_696 0 GL831429.1 53
transcript_37705 scaffold_696 0 GL831429.1 55
transcript_37705 scaffold_696 0 GL831429.1 57
transcript_37705 scaffold_696 0 GL831429.1 59
transcript_37705 scaffold_696 0 GL831429.1 61
transcript_37705 scaffold_696 0 GL831211.1 71
transcript_37705 scaffold_696 0 GL831150.1 84
transcript_37705 scaffold_696 0 GL831211.1 96
transcript_37707 scaffold_696 1 GL831429.1 51
transcript_37708 scaffold_696 2 GL831334.1 22
transcript_37708 scaffold_696 2 GL831334.1 24
transcript_37708 scaffold_696 2 GL831334.1 27
transcript_37708 scaffold_696 2 GL831429.1 44
transcript_37708 scaffold_696 2 GL831429.1 46
transcript_37708 scaffold_696 2 GL831429.1 48
transcript_37708 scaffold_696 2 GL831429.1 50
transcript_37711 scaffold_696 3 GL831429.1 43
transcript_37713 scaffold_696 4 GL831429.1 42
transcript_37714 scaffold_696 5 GL831429.1 41
transcript_37715 scaffold_696 6 GL831429.1 40
transcript_37716 scaffold_696 7 GL831429.1 39
transcript_37717 scaffold_696 8 GL831429.1 38
transcript_37718 scaffold_696 9 GL831429.1 37
transcript_37720 scaffold_696 10 GL831334.1 33
transcript_37720 scaffold_696 10 GL831429.1 36
transcript_37721 scaffold_696 11 GL831429.1 35
transcript_37722 scaffold_696 12 GL831429.1 34
transcript_37723 scaffold_696 13 GL831429.1 32
transcript_37725 scaffold_696 14 GL831429.1 31
transcript_37726 scaffold_696 15 GL831429.1 30
transcript_37728 scaffold_696 16 GL831429.1 29
transcript_37729 scaffold_696 17 GL831429.1 28
transcript_3773 scaffold_1195 0 GL831563.1 0
transcript_3773 scaffold_1195 0 GL831440.1 102
transcript_3773 scaffold_1195 0 GL831440.1 138
transcript_3773 scaffold_1195 0 GL831440.1 174
transcript_3773 scaffold_1195 0 GL831504.1 18
transcript_3773 scaffold_1195 0 GL831440.1 193
transcript_3773 scaffold_1195 0 GL831382.1 22
transcript_3773 scaffold_1195 0 GL831440.1 22
transcript_3773 scaffold_1195 0 GL831701.1 3
transcript_3773 scaffold_1195 0 GL831504.1 30
transcript_3773 scaffold_1195 0 GL831382.1 6
transcript_3773 scaffold_1195 0 GL831563.1 6
transcript_3773 scaffold_1195 0 GL831440.1 65
transcript_37730 scaffold_696 18 GL831429.1 27
transcript_37731 scaffold_696 19 GL831429.1 26
transcript_37732 scaffold_696 20 GL831429.1 25
transcript_37733 scaffold_696 21 GL831429.1 24
transcript_37734 scaffold_696 22 GL831429.1 23
transcript_37735 scaffold_696 23 GL831429.1 22
transcript_37737 scaffold_696 24 GL831429.1 21
transcript_37739 scaffold_696 25 GL831429.1 20
transcript_37740 scaffold_696 26 GL831429.1 19
transcript_37741 scaffold_696 27 GL831429.1 18
transcript_37742 scaffold_696 28 GL831429.1 17
transcript_37743 scaffold_696 29 GL831429.1 16
transcript_37744 scaffold_696 30 GL831429.1 15
transcript_37745 scaffold_696 31 GL831429.1 14
transcript_37746 scaffold_696 32 GL831429.1 13
transcript_37747 scaffold_696 33 GL831429.1 10
transcript_37747 scaffold_696 33 GL831429.1 12
transcript_37747 scaffold_696 33 GL831334.1 51
transcript_37747 scaffold_696 33 GL831334.1 53
transcript_37747 scaffold_696 33 GL831334.1 56
transcript_3775 scaffold_1196 0 GL831342.1 0
transcript_3775 scaffold_1196 0 GL831378.1 0
transcript_3775 scaffold_1196 0 GL831488.1 0
transcript_3775 scaffold_1196 0 GL831763.1 0
transcript_3775 scaffold_1196 0 GL831488.1 1
